"island";"year";"month";"site";"coreID";"x";"dens"
"Formosa";2019;4;"AB";"C8AB2";17;2165.6050955414
"Formosa";2019;4;"AB";"C8AB3";10;1273.88535031847
"Formosa";2019;4;"AB";"C8AB4";16;2038.21656050955
"Formosa";2019;4;"AB";"C8AB5";29;3694.26751592357
"Formosa";2019;4;"AB";"C8AB6";14;1783.43949044586
"Formosa";2019;4;"AB";"C8AB7";33;4203.82165605096
"Formosa";2019;4;"AB";"C8AB8";23;2929.93630573248
"Formosa";2019;4;"AB";"C8AB9";10;1273.88535031847
"Bubaque";2019;4;"BI";"C9BI1";39;4968.15286624204
"Bubaque";2019;4;"BI";"C9BI10";9;1146.49681528662
"Bubaque";2019;4;"BI";"C9BI11";3;382.165605095541
"Bubaque";2019;4;"BI";"C9BI12";12;1528.66242038217
"Bubaque";2019;4;"BI";"C9BI2";45;5732.48407643312
"Bubaque";2019;4;"BI";"C9BI3";46;5859.87261146497
"Bubaque";2019;4;"BI";"C9BI4";18;2292.99363057325
"Bubaque";2019;4;"BI";"C9BI5";18;2292.99363057325
"Bubaque";2019;4;"BI";"C9BI6";32;4076.43312101911
"Bubaque";2019;4;"BI";"C9BI7";8;1019.10828025478
"Bubaque";2019;4;"BI";"C9BI8";19;2420.3821656051
"Bubaque";2019;4;"BI";"C9BI9";23;2929.93630573248
"Bubaque";2019;4;"BR";"C9BR1";7;891.71974522293
"Bubaque";2019;4;"BR";"C9BR10";47;5987.26114649682
"Bubaque";2019;4;"BR";"C9BR11";23;2929.93630573248
"Bubaque";2019;4;"BR";"C9BR12";7;891.71974522293
"Bubaque";2019;4;"BR";"C9BR2";9;1146.49681528662
"Bubaque";2019;4;"BR";"C9BR3";4;509.554140127389
"Bubaque";2019;4;"BR";"C9BR4";12;1528.66242038217
"Bubaque";2019;4;"BR";"C9BR5";6;764.331210191083
"Bubaque";2019;4;"BR";"C9BR6";18;2292.99363057325
"Bubaque";2019;4;"BR";"C9BR7";9;1146.49681528662
"Bubaque";2019;4;"BR";"C9BR8";21;2675.15923566879
"Bubaque";2019;4;"BR";"C9BR9";6;764.331210191083
"Bubaque";2019;4;"E";"C9E1";19;2420.3821656051
"Bubaque";2019;4;"E";"C9E10";10;1273.88535031847
"Bubaque";2019;4;"E";"C9E11";9;1146.49681528662
"Bubaque";2019;4;"E";"C9E12";13;1656.05095541401
"Bubaque";2019;4;"E";"C9E2";26;3312.10191082803
"Bubaque";2019;4;"E";"C9E3";61;7770.70063694268
"Bubaque";2019;4;"E";"C9E4";15;1910.82802547771
"Bubaque";2019;4;"E";"C9E5";10;1273.88535031847
"Bubaque";2019;4;"E";"C9E6";11;1401.27388535032
"Bubaque";2019;4;"E";"C9E7";8;1019.10828025478
"Bubaque";2019;4;"E";"C9E8";8;1019.10828025478
"Bubaque";2019;4;"E";"C9E9";8;1019.10828025478
"Formosa";2018;1;"A";"CA1";13;1656.05095541401
"Formosa";2018;1;"A";"CA2";8;1019.10828025478
"Formosa";2018;1;"A";"CA3";26;3312.10191082803
"Formosa";2018;1;"A";"CA4";15;1910.82802547771
"Formosa";2018;1;"A";"CA5";11;1401.27388535032
"Formosa";2018;1;"A";"CA6";15;1910.82802547771
"Formosa";2018;1;"A";"CA7";3;382.165605095541
"Formosa";2018;1;"A";"CA8";4;509.554140127389
"Formosa";2018;1;"AB";"CAB1";1;127.388535031847
"Formosa";2018;1;"AB";"CAB2";1;127.388535031847
"Formosa";2018;1;"AB";"CAB3";13;1656.05095541401
"Formosa";2018;1;"AB";"CAB4";7;891.71974522293
"Formosa";2018;1;"AB";"CAB5";11;1401.27388535032
"Formosa";2018;1;"AB";"CAB6";3;382.165605095541
"Formosa";2018;1;"AB";"CAB7";6;764.331210191083
"Bubaque";2018;2;"BI";"CBI1";22;2802.54777070064
"Bubaque";2018;2;"BI";"CBI10";8;1019.10828025478
"Bubaque";2018;2;"BI";"CBI11";30;3821.65605095541
"Bubaque";2018;2;"BI";"CBI12";12;1528.66242038217
"Bubaque";2018;2;"BI";"CBI13";10;1273.88535031847
"Bubaque";2018;2;"BI";"CBI14";6;764.331210191083
"Bubaque";2018;2;"BI";"CBI15";5;636.942675159236
"Bubaque";2018;2;"BI";"CBI16";9;1146.49681528662
"Bubaque";2018;2;"BI";"CBI2";25;3184.71337579618
"Bubaque";2018;2;"BI";"CBI3";44;5605.09554140127
"Bubaque";2018;2;"BI";"CBI4";21;2675.15923566879
"Bubaque";2018;2;"BI";"CBI5";22;2802.54777070064
"Bubaque";2018;2;"BI";"CBI6";18;2292.99363057325
"Bubaque";2018;2;"BI";"CBI7";31;3949.04458598726
"Bubaque";2018;2;"BI";"CBI8";26;3312.10191082803
"Bubaque";2018;2;"BI";"CBI9";36;4585.9872611465
"Bubaque";2018;2;"BR";"CBR1";0;0
"Bubaque";2018;2;"BR";"CBR10";14;1783.43949044586
"Bubaque";2018;2;"BR";"CBR11";19;2420.3821656051
"Bubaque";2018;2;"BR";"CBR12";21;2675.15923566879
"Bubaque";2018;2;"BR";"CBR13";22;2802.54777070064
"Bubaque";2018;2;"BR";"CBR14";15;1910.82802547771
"Bubaque";2018;2;"BR";"CBR15";28;3566.87898089172
"Bubaque";2018;2;"BR";"CBR16";19;2420.3821656051
"Bubaque";2018;2;"BR";"CBR2";5;636.942675159236
"Bubaque";2018;2;"BR";"CBR3";3;382.165605095541
"Bubaque";2018;2;"BR";"CBR4";19;2420.3821656051
"Bubaque";2018;2;"BR";"CBR5";11;1401.27388535032
"Bubaque";2018;2;"BR";"CBR6";7;891.71974522293
"Bubaque";2018;2;"BR";"CBR7";7;891.71974522293
"Bubaque";2018;2;"BR";"CBR8";2;254.777070063694
"Bubaque";2018;2;"BR";"CBR9";10;1273.88535031847
"Bubaque";2018;2;"E";"CE1";4;509.554140127389
"Bubaque";2018;2;"E";"CE10";9;1146.49681528662
"Bubaque";2018;2;"E";"CE11";22;2802.54777070064
"Bubaque";2018;2;"E";"CE12";20;2547.77070063694
"Bubaque";2018;2;"E";"CE13";8;1019.10828025478
"Bubaque";2018;2;"E";"CE14";6;764.331210191083
"Bubaque";2018;2;"E";"CE15";18;2292.99363057325
"Bubaque";2018;2;"E";"CE16";3;382.165605095541
"Bubaque";2018;2;"E";"CE2";8;1019.10828025478
"Bubaque";2018;2;"E";"CE3";11;1401.27388535032
"Bubaque";2018;2;"E";"CE4";14;1783.43949044586
"Bubaque";2018;2;"E";"CE5";36;4585.9872611465
"Bubaque";2018;2;"E";"CE6";5;636.942675159236
"Bubaque";2018;2;"E";"CE7";15;1910.82802547771
"Bubaque";2018;2;"E";"CE8";8;1019.10828025478
"Bubaque";2018;2;"E";"CE9";19;2420.3821656051
"Orango";2019;2;"AD";"JP_6_1";14;1238.93805309735
"Orango";2019;2;"AD";"JP_6_10";37;3274.33628318584
"Orango";2019;2;"AD";"JP_6_2";25;2212.38938053097
"Orango";2019;2;"AD";"JP_6_3";16;1415.92920353982
"Orango";2019;2;"AD";"JP_6_4";5;442.477876106195
"Orango";2019;2;"AD";"JP_6_5";16;1415.92920353982
"Orango";2019;2;"AD";"JP_6_6";23;2035.3982300885
"Orango";2019;2;"AD";"JP_6_7";13;1150.44247787611
"Orango";2019;2;"AD";"JP_6_8";25;2212.38938053097
"Orango";2019;2;"AD";"JP_6_9";16;1415.92920353982
"Orango";2019;2;"AD";"JP_9_1";31;2743.36283185841
"Orango";2019;2;"AD";"JP_9_10";14;1238.93805309735
"Orango";2019;2;"AD";"JP_9_2";17;1504.42477876106
"Orango";2019;2;"AD";"JP_9_3";10;884.955752212389
"Orango";2019;2;"AD";"JP_9_4";22;1946.90265486726
"Orango";2019;2;"AD";"JP_9_5";13;1150.44247787611
"Orango";2019;2;"AD";"JP_9_6";19;1681.41592920354
"Orango";2019;2;"AD";"JP_9_7";12;1061.94690265487
"Orango";2019;2;"AD";"JP_9_8";10;884.955752212389
"Orango";2019;2;"AD";"JP_9_9";21;1858.40707964602
