"site";"month";"coreID";"taxaf";"numb"
"E";11;"C4E4";"Amphipoda4";0
"E";11;"C4E5";"Amphipoda4";0
"E";11;"C4E6";"Amphipoda4";0
"E";11;"C4E7";"Amphipoda4";0
"E";11;"C4E8";"Amphipoda4";0
"E";11;"C4E9";"Amphipoda4";0
"AD";10;"C51T0";"Amphipoda4";0
"AD";3;"C51T1";"Amphipoda4";0
"AD";10;"C51T2";"Amphipoda4";0
"AD";10;"C52T0";"Amphipoda4";0
"AD";3;"C52T1";"Amphipoda4";0
"AD";10;"C52T2";"Amphipoda4";0
"AD";10;"C53T0";"Amphipoda4";0
"AD";3;"C53T1";"Amphipoda4";0
"AD";10;"C53T2";"Amphipoda4";0
"AD";10;"C54T0";"Amphipoda4";0
"AD";3;"C54T1";"Amphipoda4";0
"AD";10;"C54T2";"Amphipoda4";0
"AD";10;"C55T0";"Amphipoda4";0
"AD";3;"C55T1";"Amphipoda4";0
"AD";10;"C55T2";"Amphipoda4";0
"AD";10;"C56T2";"Amphipoda4";0
"A";12;"C5A1";"Amphipoda4";0
"A";12;"C5A10";"Amphipoda4";0
"A";12;"C5A11";"Amphipoda4";0
"A";12;"C5A12";"Amphipoda4";0
"A";12;"C5A2";"Amphipoda4";0
"A";12;"C5A3";"Amphipoda4";0
"A";12;"C5A4";"Amphipoda4";0
"A";12;"C5A5";"Amphipoda4";0
"A";12;"C5A6";"Amphipoda4";0
"A";12;"C5A7";"Amphipoda4";0
"A";12;"C5A8";"Amphipoda4";0
"A";12;"C5A9";"Amphipoda4";0
"AB";12;"C5AB1";"Amphipoda4";0
"AB";12;"C5AB10";"Amphipoda4";0
"AB";12;"C5AB11";"Amphipoda4";0
"AB";12;"C5AB12";"Amphipoda4";0
"AB";12;"C5AB2";"Amphipoda4";0
"AB";12;"C5AB3";"Amphipoda4";0
"AB";12;"C5AB4";"Amphipoda4";0
"AB";12;"C5AB5";"Amphipoda4";0
"AB";12;"C5AB6";"Amphipoda4";0
"AB";12;"C5AB7";"Amphipoda4";0
"AB";12;"C5AB8";"Amphipoda4";0
"AB";12;"C5AB9";"Amphipoda4";0
"BI";12;"C5BI1";"Amphipoda4";0
"BI";12;"C5BI10";"Amphipoda4";0
"BI";12;"C5BI11";"Amphipoda4";0
"BI";12;"C5BI12";"Amphipoda4";0
"BI";12;"C5BI2";"Amphipoda4";0
"BI";12;"C5BI3";"Amphipoda4";0
"BI";12;"C5BI4";"Amphipoda4";0
"BI";12;"C5BI5";"Amphipoda4";0
"BI";12;"C5BI6";"Amphipoda4";0
"BI";12;"C5BI7";"Amphipoda4";0
"BI";12;"C5BI8";"Amphipoda4";0
"BI";12;"C5BI9";"Amphipoda4";0
"BR";12;"C5BR1";"Amphipoda4";0
"BR";12;"C5BR10";"Amphipoda4";0
"BR";12;"C5BR11";"Amphipoda4";0
"BR";12;"C5BR12";"Amphipoda4";0
"BR";12;"C5BR2";"Amphipoda4";0
"BR";12;"C5BR3";"Amphipoda4";0
"BR";12;"C5BR4";"Amphipoda4";0
"BR";12;"C5BR5";"Amphipoda4";0
"BR";12;"C5BR6";"Amphipoda4";0
"BR";12;"C5BR7";"Amphipoda4";0
"BR";12;"C5BR8";"Amphipoda4";0
"BR";12;"C5BR9";"Amphipoda4";0
"E";12;"C5E1";"Amphipoda4";0
"E";12;"C5E10";"Amphipoda4";0
"E";12;"C5E11";"Amphipoda4";0
"E";12;"C5E12";"Amphipoda4";0
"E";12;"C5E2";"Amphipoda4";0
"E";12;"C5E3";"Amphipoda4";0
"E";12;"C5E4";"Amphipoda4";0
"E";12;"C5E5";"Amphipoda4";0
"E";12;"C5E6";"Amphipoda4";0
"E";12;"C5E7";"Amphipoda4";0
"E";12;"C5E8";"Amphipoda4";0
"E";12;"C5E9";"Amphipoda4";0
"AD";10;"C61T0";"Amphipoda4";0
"AD";3;"C61T1";"Amphipoda4";0
"AD";10;"C61T2";"Amphipoda4";0
"AD";10;"C62T0";"Amphipoda4";0
"AD";3;"C62T1";"Amphipoda4";0
"AD";10;"C62T2";"Amphipoda4";0
"AD";10;"C63T0";"Amphipoda4";0
"AD";3;"C63T1";"Amphipoda4";0
"AD";10;"C63T2";"Amphipoda4";0
"AD";3;"C64T1";"Amphipoda4";0
"AD";10;"C64T2";"Amphipoda4";0
"AD";3;"C65T1";"Amphipoda4";0
"AD";10;"C65T2";"Amphipoda4";0
"AD";10;"C66T0";"Amphipoda4";0
"AD";10;"C66T2";"Amphipoda4";0
"BI";1;"C6BI1";"Amphipoda4";0
"BI";1;"C6BI10";"Amphipoda4";0
"BI";1;"C6BI11";"Amphipoda4";0
"BI";1;"C6BI12";"Amphipoda4";0
"BI";1;"C6BI2";"Amphipoda4";0
"BI";1;"C6BI3";"Amphipoda4";0
"BI";1;"C6BI4";"Amphipoda4";0
"BI";1;"C6BI5";"Amphipoda4";0
"BI";1;"C6BI6";"Amphipoda4";0
"BI";1;"C6BI7";"Amphipoda4";0
"BI";1;"C6BI8";"Amphipoda4";0
"BI";1;"C6BI9";"Amphipoda4";0
"BR";1;"C6BR1";"Amphipoda4";0
"BR";1;"C6BR10";"Amphipoda4";0
"BR";1;"C6BR11";"Amphipoda4";0
"BR";1;"C6BR12";"Amphipoda4";0
"BR";1;"C6BR2";"Amphipoda4";0
"BR";1;"C6BR3";"Amphipoda4";0
"BR";1;"C6BR4";"Amphipoda4";0
"BR";1;"C6BR5";"Amphipoda4";0
"BR";1;"C6BR6";"Amphipoda4";0
"BR";1;"C6BR7";"Amphipoda4";0
"BR";1;"C6BR8";"Amphipoda4";0
"BR";1;"C6BR9";"Amphipoda4";0
"E";1;"C6E1";"Amphipoda4";0
"E";1;"C6E10";"Amphipoda4";0
"E";1;"C6E11";"Amphipoda4";0
"E";1;"C6E12";"Amphipoda4";0
"E";1;"C6E2";"Amphipoda4";0
"E";1;"C6E3";"Amphipoda4";0
"E";1;"C6E4";"Amphipoda4";0
"E";1;"C6E5";"Amphipoda4";0
"E";1;"C6E6";"Amphipoda4";0
"E";1;"C6E7";"Amphipoda4";0
"E";1;"C6E8";"Amphipoda4";0
"E";1;"C6E9";"Amphipoda4";0
"A";3;"C7A1";"Amphipoda4";0
"A";3;"C7A10";"Amphipoda4";0
"A";3;"C7A11";"Amphipoda4";0
"A";3;"C7A12";"Amphipoda4";0
"A";3;"C7A2";"Amphipoda4";0
"A";3;"C7A3";"Amphipoda4";0
"A";3;"C7A4";"Amphipoda4";0
"A";3;"C7A5";"Amphipoda4";0
"A";3;"C7A6";"Amphipoda4";0
"A";3;"C7A7";"Amphipoda4";0
"A";3;"C7A8";"Amphipoda4";0
"A";3;"C7A9";"Amphipoda4";0
"AB";3;"C7AB1";"Amphipoda4";0
"AB";3;"C7AB10";"Amphipoda4";0
"AB";3;"C7AB11";"Amphipoda4";0
"AB";3;"C7AB12";"Amphipoda4";0
"AB";3;"C7AB2";"Amphipoda4";0
"AB";3;"C7AB3";"Amphipoda4";0
"AB";3;"C7AB4";"Amphipoda4";0
"AB";3;"C7AB5";"Amphipoda4";0
"AB";3;"C7AB6";"Amphipoda4";0
"AB";3;"C7AB7";"Amphipoda4";0
"AB";3;"C7AB8";"Amphipoda4";0
"AB";3;"C7AB9";"Amphipoda4";0
"A";4;"C8A1";"Amphipoda4";0
"A";4;"C8A10";"Amphipoda4";0
"A";4;"C8A11";"Amphipoda4";0
"A";4;"C8A12";"Amphipoda4";0
"A";4;"C8A2";"Amphipoda4";0
"A";4;"C8A3";"Amphipoda4";0
"A";4;"C8A4";"Amphipoda4";0
"A";4;"C8A5";"Amphipoda4";0
"A";4;"C8A6";"Amphipoda4";0
"A";4;"C8A7";"Amphipoda4";0
"A";4;"C8A8";"Amphipoda4";0
"A";4;"C8A9";"Amphipoda4";0
"AB";4;"C8AB1";"Amphipoda4";0
"AB";4;"C8AB10";"Amphipoda4";0
"AB";4;"C8AB11";"Amphipoda4";0
"AB";4;"C8AB12";"Amphipoda4";0
"AB";4;"C8AB2";"Amphipoda4";0
"AB";4;"C8AB3";"Amphipoda4";0
"AB";4;"C8AB4";"Amphipoda4";0
"AB";4;"C8AB5";"Amphipoda4";0
"AB";4;"C8AB6";"Amphipoda4";0
"AB";4;"C8AB7";"Amphipoda4";0
"AB";4;"C8AB8";"Amphipoda4";0
"AB";4;"C8AB9";"Amphipoda4";0
"BI";4;"C9BI1";"Amphipoda4";0
"BI";4;"C9BI10";"Amphipoda4";0
"BI";4;"C9BI11";"Amphipoda4";0
"BI";4;"C9BI12";"Amphipoda4";0
"BI";4;"C9BI2";"Amphipoda4";0
"BI";4;"C9BI3";"Amphipoda4";0
"BI";4;"C9BI4";"Amphipoda4";0
"BI";4;"C9BI5";"Amphipoda4";0
"BI";4;"C9BI6";"Amphipoda4";0
"BI";4;"C9BI7";"Amphipoda4";0
"BI";4;"C9BI8";"Amphipoda4";0
"BI";4;"C9BI9";"Amphipoda4";0
"BR";4;"C9BR1";"Amphipoda4";0
"BR";4;"C9BR10";"Amphipoda4";0
"BR";4;"C9BR11";"Amphipoda4";0
"BR";4;"C9BR12";"Amphipoda4";0
"BR";4;"C9BR2";"Amphipoda4";0
"BR";4;"C9BR3";"Amphipoda4";0
"BR";4;"C9BR4";"Amphipoda4";0
"BR";4;"C9BR5";"Amphipoda4";0
"BR";4;"C9BR6";"Amphipoda4";0
"BR";4;"C9BR7";"Amphipoda4";0
"BR";4;"C9BR8";"Amphipoda4";0
"BR";4;"C9BR9";"Amphipoda4";0
"E";4;"C9E1";"Amphipoda4";0
"E";4;"C9E10";"Amphipoda4";0
"E";4;"C9E11";"Amphipoda4";0
"E";4;"C9E12";"Amphipoda4";0
"E";4;"C9E2";"Amphipoda4";0
"E";4;"C9E3";"Amphipoda4";0
"E";4;"C9E4";"Amphipoda4";0
"E";4;"C9E5";"Amphipoda4";0
"E";4;"C9E6";"Amphipoda4";0
"E";4;"C9E7";"Amphipoda4";0
"E";4;"C9E8";"Amphipoda4";0
"E";4;"C9E9";"Amphipoda4";0
"A";1;"CA1";"Amphipoda4";0
"A";1;"CA2";"Amphipoda4";0
"A";1;"CA3";"Amphipoda4";0
"A";1;"CA4";"Amphipoda4";0
"A";1;"CA5";"Amphipoda4";0
"A";1;"CA6";"Amphipoda4";0
"A";1;"CA7";"Amphipoda4";0
"A";1;"CA8";"Amphipoda4";0
"AB";1;"CAB1";"Amphipoda4";0
"AB";1;"CAB2";"Amphipoda4";0
"AB";1;"CAB3";"Amphipoda4";0
"AB";1;"CAB4";"Amphipoda4";0
"AB";1;"CAB5";"Amphipoda4";0
"AB";1;"CAB6";"Amphipoda4";0
"AB";1;"CAB7";"Amphipoda4";0
"BI";2;"CBI1";"Amphipoda4";0
"BI";2;"CBI10";"Amphipoda4";0
"BI";2;"CBI11";"Amphipoda4";0
"BI";2;"CBI12";"Amphipoda4";0
"BI";2;"CBI13";"Amphipoda4";0
"BI";2;"CBI14";"Amphipoda4";0
"BI";2;"CBI15";"Amphipoda4";0
"BI";2;"CBI16";"Amphipoda4";0
"BI";2;"CBI2";"Amphipoda4";0
"BI";2;"CBI3";"Amphipoda4";0
"BI";2;"CBI4";"Amphipoda4";0
"BI";2;"CBI5";"Amphipoda4";0
"BI";2;"CBI6";"Amphipoda4";0
"BI";2;"CBI7";"Amphipoda4";0
"BI";2;"CBI8";"Amphipoda4";0
"BI";2;"CBI9";"Amphipoda4";0
"BR";2;"CBR1";"Amphipoda4";0
"BR";2;"CBR10";"Amphipoda4";0
"BR";2;"CBR11";"Amphipoda4";0
"BR";2;"CBR12";"Amphipoda4";0
"BR";2;"CBR13";"Amphipoda4";0
"BR";2;"CBR14";"Amphipoda4";0
"BR";2;"CBR15";"Amphipoda4";0
"BR";2;"CBR16";"Amphipoda4";0
"BR";2;"CBR2";"Amphipoda4";0
"BR";2;"CBR3";"Amphipoda4";0
"BR";2;"CBR4";"Amphipoda4";0
"BR";2;"CBR5";"Amphipoda4";0
"BR";2;"CBR6";"Amphipoda4";0
"BR";2;"CBR7";"Amphipoda4";0
"BR";2;"CBR8";"Amphipoda4";0
"BR";2;"CBR9";"Amphipoda4";0
"E";2;"CE1";"Amphipoda4";0
"E";2;"CE10";"Amphipoda4";0
"E";2;"CE11";"Amphipoda4";0
"E";2;"CE12";"Amphipoda4";0
"E";2;"CE13";"Amphipoda4";0
"E";2;"CE14";"Amphipoda4";0
"E";2;"CE15";"Amphipoda4";0
"E";2;"CE16";"Amphipoda4";0
"E";2;"CE2";"Amphipoda4";0
"E";2;"CE3";"Amphipoda4";0
"E";2;"CE4";"Amphipoda4";0
"E";2;"CE5";"Amphipoda4";0
"E";2;"CE6";"Amphipoda4";0
"E";2;"CE7";"Amphipoda4";0
"E";2;"CE8";"Amphipoda4";0
"E";2;"CE9";"Amphipoda4";0
"AD";2;"JP_6_1";"Amphipoda4";0
"AD";2;"JP_6_10";"Amphipoda4";0
"AD";2;"JP_6_2";"Amphipoda4";0
"AD";2;"JP_6_3";"Amphipoda4";0
"AD";2;"JP_6_4";"Amphipoda4";0
"AD";2;"JP_6_5";"Amphipoda4";0
"AD";2;"JP_6_6";"Amphipoda4";0
"AD";2;"JP_6_7";"Amphipoda4";0
"AD";2;"JP_6_8";"Amphipoda4";0
"AD";2;"JP_6_9";"Amphipoda4";0
"AD";2;"JP_9_1";"Amphipoda4";0
"AD";2;"JP_9_10";"Amphipoda4";0
"AD";2;"JP_9_2";"Amphipoda4";0
"AD";2;"JP_9_3";"Amphipoda4";0
"AD";2;"JP_9_4";"Amphipoda4";0
"AD";2;"JP_9_5";"Amphipoda4";0
"AD";2;"JP_9_6";"Amphipoda4";0
"AD";2;"JP_9_7";"Amphipoda4";0
"AD";2;"JP_9_8";"Amphipoda4";0
"AD";2;"JP_9_9";"Amphipoda4";0
"AD";10;"C11T0";"Amphipodatigre";0
"AD";3;"C11T1";"Amphipodatigre";0
"AD";10;"C11T2";"Amphipodatigre";0
"AD";10;"C12T0";"Amphipodatigre";0
"AD";3;"C12T1";"Amphipodatigre";0
"AD";10;"C12T2";"Amphipodatigre";0
"AD";3;"C13T1";"Amphipodatigre";0
"AD";10;"C13T2";"Amphipodatigre";0
"AD";10;"C14T2";"Amphipodatigre";0
"AD";3;"C15T1";"Amphipodatigre";0
"AD";10;"C15T2";"Amphipodatigre";0
"AD";10;"C16T0";"Amphipodatigre";0
"AD";3;"C16T1";"Amphipodatigre";0
"AD";10;"C16T2";"Amphipodatigre";0
"AD";3;"C21T1";"Amphipodatigre";0
"AD";10;"C21T2";"Amphipodatigre";0
"AD";10;"C22T0";"Amphipodatigre";0
"AD";3;"C22T1";"Amphipodatigre";0
"AD";10;"C22T2";"Amphipodatigre";0
"AD";10;"C23T2";"Amphipodatigre";0
"AD";10;"C24T0";"Amphipodatigre";0
"AD";3;"C24T1";"Amphipodatigre";0
"AD";10;"C24T2";"Amphipodatigre";0
"AD";10;"C25T0";"Amphipodatigre";0
"AD";3;"C25T1";"Amphipodatigre";0
"AD";10;"C25T2";"Amphipodatigre";0
"AD";3;"C26T1";"Amphipodatigre";0
"AD";10;"C26T2";"Amphipodatigre";0
"A";2;"C2A1";"Amphipodatigre";0
"A";2;"C2A10";"Amphipodatigre";0
"A";2;"C2A11";"Amphipodatigre";0
"A";2;"C2A12";"Amphipodatigre";0
"A";2;"C2A13";"Amphipodatigre";0
"A";2;"C2A14";"Amphipodatigre";0
"A";2;"C2A15";"Amphipodatigre";0
"A";2;"C2A16";"Amphipodatigre";0
"A";2;"C2A2";"Amphipodatigre";0
"A";2;"C2A3";"Amphipodatigre";0
"A";2;"C2A4";"Amphipodatigre";0
"A";2;"C2A5";"Amphipodatigre";0
"A";2;"C2A6";"Amphipodatigre";0
"A";2;"C2A7";"Amphipodatigre";0
"A";2;"C2A8";"Amphipodatigre";0
"A";2;"C2A9";"Amphipodatigre";0
"AB";2;"C2AB1";"Amphipodatigre";0
"AB";2;"C2AB10";"Amphipodatigre";0
"AB";2;"C2AB11";"Amphipodatigre";0
"AB";2;"C2AB12";"Amphipodatigre";0
"AB";2;"C2AB13";"Amphipodatigre";0
"AB";2;"C2AB14";"Amphipodatigre";0
"AB";2;"C2AB15";"Amphipodatigre";0
"AB";2;"C2AB16";"Amphipodatigre";0
"AB";2;"C2AB2";"Amphipodatigre";0
"AB";2;"C2AB3";"Amphipodatigre";0
"AB";2;"C2AB4";"Amphipodatigre";0
"AB";2;"C2AB5";"Amphipodatigre";0
"AB";2;"C2AB6";"Amphipodatigre";0
"AB";2;"C2AB7";"Amphipodatigre";0
"AB";2;"C2AB8";"Amphipodatigre";0
"AB";2;"C2AB9";"Amphipodatigre";0
"BI";3;"C2BI1";"Amphipodatigre";0
"BI";3;"C2BI10";"Amphipodatigre";0
"BI";3;"C2BI11";"Amphipodatigre";0
"BI";3;"C2BI12";"Amphipodatigre";0
"BI";3;"C2BI13";"Amphipodatigre";0
"BI";3;"C2BI14";"Amphipodatigre";0
"BI";3;"C2BI15";"Amphipodatigre";0
"BI";3;"C2BI16";"Amphipodatigre";0
"BI";3;"C2BI2";"Amphipodatigre";0
"BI";3;"C2BI3";"Amphipodatigre";0
"BI";3;"C2BI4";"Amphipodatigre";0
"BI";3;"C2BI5";"Amphipodatigre";0
"BI";3;"C2BI6";"Amphipodatigre";0
"BI";3;"C2BI7";"Amphipodatigre";0
"BI";3;"C2BI8";"Amphipodatigre";0
"BI";3;"C2BI9";"Amphipodatigre";0
"BR";3;"C2BR1";"Amphipodatigre";0
"BR";3;"C2BR10";"Amphipodatigre";0
"BR";3;"C2BR11";"Amphipodatigre";0
"BR";3;"C2BR12";"Amphipodatigre";0
"BR";3;"C2BR13";"Amphipodatigre";0
"BR";3;"C2BR14";"Amphipodatigre";0
"BR";3;"C2BR15";"Amphipodatigre";0
"BR";3;"C2BR16";"Amphipodatigre";0
"BR";3;"C2BR2";"Amphipodatigre";0
"BR";3;"C2BR3";"Amphipodatigre";0
"BR";3;"C2BR4";"Amphipodatigre";0
"BR";3;"C2BR5";"Amphipodatigre";0
"BR";3;"C2BR6";"Amphipodatigre";0
"BR";3;"C2BR7";"Amphipodatigre";0
"BR";3;"C2BR8";"Amphipodatigre";0
"BR";3;"C2BR9";"Amphipodatigre";0
"E";3;"C2E1";"Amphipodatigre";0
"E";3;"C2E10";"Amphipodatigre";0
"E";3;"C2E11";"Amphipodatigre";0
"E";3;"C2E12";"Amphipodatigre";0
"E";3;"C2E13";"Amphipodatigre";0
"E";3;"C2E14";"Amphipodatigre";0
"E";3;"C2E15";"Amphipodatigre";0
"E";3;"C2E16";"Amphipodatigre";0
"E";3;"C2E2";"Amphipodatigre";0
"E";3;"C2E3";"Amphipodatigre";0
"E";3;"C2E4";"Amphipodatigre";0
"E";3;"C2E5";"Amphipodatigre";0
"E";3;"C2E6";"Amphipodatigre";0
"E";3;"C2E7";"Amphipodatigre";0
"E";3;"C2E8";"Amphipodatigre";0
"E";3;"C2E9";"Amphipodatigre";0
"AD";10;"C31T0";"Amphipodatigre";0
"AD";3;"C31T1";"Amphipodatigre";0
"AD";10;"C31T2";"Amphipodatigre";0
"AD";10;"C32T0";"Amphipodatigre";0
"AD";3;"C32T1";"Amphipodatigre";0
"AD";10;"C32T2";"Amphipodatigre";0
"AD";10;"C33T0";"Amphipodatigre";0
"AD";3;"C33T1";"Amphipodatigre";0
"AD";10;"C33T2";"Amphipodatigre";0
"AD";3;"C34T1";"Amphipodatigre";0
"AD";10;"C34T2";"Amphipodatigre";0
"AD";3;"C35T1";"Amphipodatigre";0
"AD";10;"C35T2";"Amphipodatigre";0
"AD";3;"C36T1";"Amphipodatigre";0
"AD";10;"C36T2";"Amphipodatigre";0
"A";10;"C3A1";"Amphipodatigre";0
"A";10;"C3A10";"Amphipodatigre";0
"A";10;"C3A11";"Amphipodatigre";0
"A";10;"C3A12";"Amphipodatigre";0
"A";10;"C3A2";"Amphipodatigre";0
"A";10;"C3A3";"Amphipodatigre";0
"A";10;"C3A4";"Amphipodatigre";0
"A";10;"C3A5";"Amphipodatigre";0
"A";10;"C3A6";"Amphipodatigre";0
"A";10;"C3A7";"Amphipodatigre";0
"A";10;"C3A8";"Amphipodatigre";0
"A";10;"C3A9";"Amphipodatigre";0
"AB";11;"C3AB1";"Amphipodatigre";0
"AB";11;"C3AB10";"Amphipodatigre";0
"AB";11;"C3AB11";"Amphipodatigre";0
"AB";11;"C3AB12";"Amphipodatigre";0
"AB";11;"C3AB2";"Amphipodatigre";0
"AB";11;"C3AB3";"Amphipodatigre";0
"AB";11;"C3AB4";"Amphipodatigre";0
"AB";11;"C3AB5";"Amphipodatigre";0
"AB";11;"C3AB6";"Amphipodatigre";0
"AB";11;"C3AB7";"Amphipodatigre";0
"AB";11;"C3AB8";"Amphipodatigre";0
"AB";11;"C3AB9";"Amphipodatigre";0
"BI";10;"C3BI1";"Amphipodatigre";0
"BI";10;"C3BI10";"Amphipodatigre";0
"BI";10;"C3BI11";"Amphipodatigre";0
"BI";10;"C3BI12";"Amphipodatigre";0
"BI";10;"C3BI2";"Amphipodatigre";0
"BI";10;"C3BI3";"Amphipodatigre";0
"BI";10;"C3BI4";"Amphipodatigre";0
"BI";10;"C3BI5";"Amphipodatigre";0
"BI";10;"C3BI6";"Amphipodatigre";0
"BI";10;"C3BI7";"Amphipodatigre";0
"BI";10;"C3BI8";"Amphipodatigre";0
"BI";10;"C3BI9";"Amphipodatigre";0
"BR";10;"C3BR1";"Amphipodatigre";0
"BR";10;"C3BR10";"Amphipodatigre";0
"BR";10;"C3BR11";"Amphipodatigre";0
"BR";10;"C3BR12";"Amphipodatigre";0
"BR";10;"C3BR2";"Amphipodatigre";0
"BR";10;"C3BR3";"Amphipodatigre";0
"BR";10;"C3BR4";"Amphipodatigre";0
"BR";10;"C3BR5";"Amphipodatigre";0
"BR";10;"C3BR6";"Amphipodatigre";0
"BR";10;"C3BR7";"Amphipodatigre";0
"BR";10;"C3BR8";"Amphipodatigre";0
"BR";10;"C3BR9";"Amphipodatigre";0
"E";10;"C3E1";"Amphipodatigre";0
"E";10;"C3E10";"Amphipodatigre";0
"E";10;"C3E11";"Amphipodatigre";0
"E";10;"C3E12";"Amphipodatigre";0
"E";10;"C3E2";"Amphipodatigre";0
"E";10;"C3E3";"Amphipodatigre";0
"E";10;"C3E4";"Amphipodatigre";0
"E";10;"C3E5";"Amphipodatigre";0
"E";10;"C3E6";"Amphipodatigre";0
"E";10;"C3E7";"Amphipodatigre";0
"E";10;"C3E8";"Amphipodatigre";0
"E";10;"C3E9";"Amphipodatigre";0
"AD";3;"C41T1";"Amphipodatigre";0
"AD";10;"C41T2";"Amphipodatigre";0
"AD";10;"C42T0";"Amphipodatigre";0
"AD";3;"C42T1";"Amphipodatigre";0
"AD";10;"C42T2";"Amphipodatigre";0
"AD";3;"C43T1";"Amphipodatigre";0
"AD";10;"C43T2";"Amphipodatigre";0
"AD";10;"C44T0";"Amphipodatigre";0
"AD";10;"C44T2";"Amphipodatigre";0
"AD";3;"C45T1";"Amphipodatigre";0
"AD";10;"C45T2";"Amphipodatigre";0
"AD";10;"C46T0";"Amphipodatigre";0
"AD";3;"C46T1";"Amphipodatigre";0
"AD";10;"C46T2";"Amphipodatigre";0
"BI";11;"C4BI1";"Amphipodatigre";0
"BI";11;"C4BI10";"Amphipodatigre";0
"BI";11;"C4BI11";"Amphipodatigre";0
"BI";11;"C4BI12";"Amphipodatigre";0
"BI";11;"C4BI2";"Amphipodatigre";0
"BI";11;"C4BI3";"Amphipodatigre";0
"BI";11;"C4BI4";"Amphipodatigre";0
"BI";11;"C4BI5";"Amphipodatigre";0
"BI";11;"C4BI6";"Amphipodatigre";0
"BI";11;"C4BI7";"Amphipodatigre";0
"BI";11;"C4BI8";"Amphipodatigre";0
"BI";11;"C4BI9";"Amphipodatigre";0
"BR";11;"C4BR1";"Amphipodatigre";0
"BR";11;"C4BR10";"Amphipodatigre";0
"BR";11;"C4BR11";"Amphipodatigre";0
"BR";11;"C4BR12";"Amphipodatigre";0
"BR";11;"C4BR2";"Amphipodatigre";0
"BR";11;"C4BR3";"Amphipodatigre";0
"BR";11;"C4BR4";"Amphipodatigre";0
"BR";11;"C4BR5";"Amphipodatigre";0
"BR";11;"C4BR6";"Amphipodatigre";0
"BR";11;"C4BR7";"Amphipodatigre";0
"BR";11;"C4BR8";"Amphipodatigre";0
"BR";11;"C4BR9";"Amphipodatigre";0
"E";11;"C4E1";"Amphipodatigre";0
"E";11;"C4E10";"Amphipodatigre";0
"E";11;"C4E11";"Amphipodatigre";0
"E";11;"C4E12";"Amphipodatigre";0
"E";11;"C4E2";"Amphipodatigre";0
"E";11;"C4E3";"Amphipodatigre";0
"E";11;"C4E4";"Amphipodatigre";0
"E";11;"C4E5";"Amphipodatigre";0
"E";11;"C4E6";"Amphipodatigre";0
"E";11;"C4E7";"Amphipodatigre";0
"E";11;"C4E8";"Amphipodatigre";0
"E";11;"C4E9";"Amphipodatigre";0
"AD";10;"C51T0";"Amphipodatigre";0
"AD";3;"C51T1";"Amphipodatigre";0
"AD";10;"C51T2";"Amphipodatigre";0
"AD";10;"C52T0";"Amphipodatigre";0
"AD";3;"C52T1";"Amphipodatigre";0
"AD";10;"C52T2";"Amphipodatigre";0
"AD";10;"C53T0";"Amphipodatigre";0
"AD";3;"C53T1";"Amphipodatigre";0
"AD";10;"C53T2";"Amphipodatigre";0
"AD";10;"C54T0";"Amphipodatigre";0
"AD";3;"C54T1";"Amphipodatigre";0
"AD";10;"C54T2";"Amphipodatigre";0
"AD";10;"C55T0";"Amphipodatigre";0
"AD";3;"C55T1";"Amphipodatigre";0
"AD";10;"C55T2";"Amphipodatigre";0
"AD";10;"C56T2";"Amphipodatigre";0
"A";12;"C5A1";"Amphipodatigre";0
"A";12;"C5A10";"Amphipodatigre";0
"A";12;"C5A11";"Amphipodatigre";0
"A";12;"C5A12";"Amphipodatigre";0
"A";12;"C5A2";"Amphipodatigre";0
"A";12;"C5A3";"Amphipodatigre";0
"A";12;"C5A4";"Amphipodatigre";0
"A";12;"C5A5";"Amphipodatigre";0
"A";12;"C5A6";"Amphipodatigre";0
"A";12;"C5A7";"Amphipodatigre";0
"A";12;"C5A8";"Amphipodatigre";0
"A";12;"C5A9";"Amphipodatigre";0
"AB";12;"C5AB1";"Amphipodatigre";0
"AB";12;"C5AB10";"Amphipodatigre";0
"AB";12;"C5AB11";"Amphipodatigre";0
"AB";12;"C5AB12";"Amphipodatigre";0
"AB";12;"C5AB2";"Amphipodatigre";0
"AB";12;"C5AB3";"Amphipodatigre";0
"AB";12;"C5AB4";"Amphipodatigre";0
"AB";12;"C5AB5";"Amphipodatigre";0
"AB";12;"C5AB6";"Amphipodatigre";0
"AB";12;"C5AB7";"Amphipodatigre";0
"AB";12;"C5AB8";"Amphipodatigre";0
"AB";12;"C5AB9";"Amphipodatigre";0
"BI";12;"C5BI1";"Amphipodatigre";0
"BI";12;"C5BI10";"Amphipodatigre";0
"BI";12;"C5BI11";"Amphipodatigre";0
"BI";12;"C5BI12";"Amphipodatigre";0
"BI";12;"C5BI2";"Amphipodatigre";0
"BI";12;"C5BI3";"Amphipodatigre";0
"BI";12;"C5BI4";"Amphipodatigre";0
"BI";12;"C5BI5";"Amphipodatigre";0
"BI";12;"C5BI6";"Amphipodatigre";0
"BI";12;"C5BI7";"Amphipodatigre";0
"BI";12;"C5BI8";"Amphipodatigre";0
"BI";12;"C5BI9";"Amphipodatigre";0
"BR";12;"C5BR1";"Amphipodatigre";0
"BR";12;"C5BR10";"Amphipodatigre";0
"BR";12;"C5BR11";"Amphipodatigre";0
"BR";12;"C5BR12";"Amphipodatigre";0
"BR";12;"C5BR2";"Amphipodatigre";0
"BR";12;"C5BR3";"Amphipodatigre";0
